timestamp,label,confidence,source,session_id,frame_ts_ms,model_source,top2_margin,landmarks_63,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
2026-04-29T22:48:42Z,A,0.741565,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.10583703964948654, 0.1312382072210312, -0.1449800431728363, 0.18338192999362946, 0.43964332342147827, -0.2203686386346817, 0.14041198790073395, 0.7164720892906189, -0.24184122681617737, 0.00962770078331232, 0.8348666429519653, -0.1930207759141922, 0.12247958779335022, 0.6898800134658813, -0.052308790385723114, 0.07779253274202347, 0.8592955470085144, -0.1669105589389801, 0.08151913434267044, 0.6794388890266418, -0.21453864872455597, 0.05882805585861206, 0.6308728456497192, -0.21672263741493225, -1.1006322964135506e-08, 0.6582888960838318, 3.961807326646749e-09, -0.04507618397474289, 0.8092406988143921, -0.11720027774572372, 0.012904506176710129, 0.5328627824783325, -0.12985877692699432, 0.010334225371479988, 0.5101655721664429, -0.08286915719509125, -0.13137365877628326, 0.5840150117874146, 0.02494368515908718, -0.19295288622379303, 0.7470446825027466, -0.09529181569814682, -0.09108760952949524, 0.4811069071292877, -0.0710652619600296, -0.06456133723258972, 0.4345734119415283, 0.004019296728074551, -0.27030059695243835, 0.483453631401062, 0.043652452528476715, -0.2792431116104126, 0.5922255516052246, -0.03422055020928383, -0.1918390691280365, 0.4219305217266083, -0.025653040036559105, -0.16825556755065918, 0.3744972050189972, 0.022404687479138374]",0.0,0.0,0.0,0.105837,0.131238,-0.14498,0.183382,0.439643,-0.220369,0.140412,0.716472,-0.241841,0.009628,0.834867,-0.193021,0.12248,0.68988,-0.052309,0.077793,0.859296,-0.166911,0.081519,0.679439,-0.214539,0.058828,0.630873,-0.216723,-0.0,0.658289,0.0,-0.045076,0.809241,-0.1172,0.012905,0.532863,-0.129859,0.010334,0.510166,-0.082869,-0.131374,0.584015,0.024944,-0.192953,0.747045,-0.095292,-0.091088,0.481107,-0.071065,-0.064561,0.434573,0.004019,-0.270301,0.483454,0.043652,-0.279243,0.592226,-0.034221,-0.191839,0.421931,-0.025653,-0.168256,0.374497,0.022405
2026-04-29T22:48:42Z,A,0.748782,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.0976664125919342, 0.1370914727449417, -0.15012477338314056, 0.167751744389534, 0.44369134306907654, -0.229315385222435, 0.12318482995033264, 0.7160030603408813, -0.24679598212242126, -0.001765941851772368, 0.8344320058822632, -0.18725985288619995, 0.11711818724870682, 0.6873269081115723, -0.059747785329818726, 0.06600732356309891, 0.8608124852180481, -0.17008517682552338, 0.06884345412254333, 0.6722682118415833, -0.21657252311706543, 0.046338584274053574, 0.6179067492485046, -0.2156694233417511, -1.3689321676224608e-08, 0.6563195586204529, 3.197951237154939e-09, -0.05162616819143295, 0.8082438707351685, -0.11255518347024918, 0.005106807220727205, 0.5335707664489746, -0.1289788782596588, 0.004561822861433029, 0.5077074766159058, -0.08209443837404251, -0.12864217162132263, 0.5831448435783386, 0.034481197595596313, -0.19592106342315674, 0.7485377788543701, -0.08023636788129807, -0.09318830072879791, 0.4828929901123047, -0.06295786052942276, -0.06290075927972794, 0.43278589844703674, 0.010222726501524448, -0.26519519090652466, 0.4835030734539032, 0.06397569924592972, -0.2763586640357971, 0.5929563641548157, -0.013248369097709656, -0.1885196566581726, 0.4236631691455841, -0.010508833453059196, -0.16310350596904755, 0.3748885989189148, 0.036757368594408035]",0.0,0.0,0.0,0.097666,0.137091,-0.150125,0.167752,0.443691,-0.229315,0.123185,0.716003,-0.246796,-0.001766,0.834432,-0.18726,0.117118,0.687327,-0.059748,0.066007,0.860812,-0.170085,0.068843,0.672268,-0.216573,0.046339,0.617907,-0.215669,-0.0,0.65632,0.0,-0.051626,0.808244,-0.112555,0.005107,0.533571,-0.128979,0.004562,0.507707,-0.082094,-0.128642,0.583145,0.034481,-0.195921,0.748538,-0.080236,-0.093188,0.482893,-0.062958,-0.062901,0.432786,0.010223,-0.265195,0.483503,0.063976,-0.276359,0.592956,-0.013248,-0.18852,0.423663,-0.010509,-0.163104,0.374889,0.036757
2026-04-29T22:48:42Z,A,0.755904,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.08899839222431183, 0.13992178440093994, -0.15474289655685425, 0.15288639068603516, 0.44571152329444885, -0.23736779391765594, 0.10768973082304001, 0.7152131795883179, -0.2517741024494171, -0.011759759858250618, 0.8324616551399231, -0.18334420025348663, 0.11190661787986755, 0.6851137280464172, -0.0663437768816948, 0.0546574629843235, 0.861618161201477, -0.17273305356502533, 0.0559905469417572, 0.6668393611907959, -0.21818828582763672, 0.034247320145368576, 0.6075695753097534, -0.21504513919353485, 5.811383374521029e-09, 0.6544969081878662, -1.2698050388948445e-09, -0.05740320682525635, 0.8063978552818298, -0.10822813957929611, -0.002165289595723152, 0.5331860184669495, -0.1275338977575302, -0.00017323326028417796, 0.5049821138381958, -0.08113943785429001, -0.1253732442855835, 0.5820931792259216, 0.042743779718875885, -0.19814607501029968, 0.7491839528083801, -0.06691305339336395, -0.09512226283550262, 0.4840116500854492, -0.05563405156135559, -0.0608229823410511, 0.43118101358413696, 0.015229764394462109, -0.2588452100753784, 0.48311641812324524, 0.08143895119428635, -0.2730502784252167, 0.5928189158439636, 0.004701944999396801, -0.18547852337360382, 0.4241302013397217, 0.002176698064431548, -0.15789741277694702, 0.3743267059326172, 0.04813006892800331]",0.0,0.0,0.0,0.088998,0.139922,-0.154743,0.152886,0.445712,-0.237368,0.10769,0.715213,-0.251774,-0.01176,0.832462,-0.183344,0.111907,0.685114,-0.066344,0.054657,0.861618,-0.172733,0.055991,0.666839,-0.218188,0.034247,0.60757,-0.215045,0.0,0.654497,-0.0,-0.057403,0.806398,-0.108228,-0.002165,0.533186,-0.127534,-0.000173,0.504982,-0.081139,-0.125373,0.582093,0.042744,-0.198146,0.749184,-0.066913,-0.095122,0.484012,-0.055634,-0.060823,0.431181,0.01523,-0.258845,0.483116,0.081439,-0.27305,0.592819,0.004702,-0.185479,0.42413,0.002177,-0.157897,0.374327,0.04813
2026-04-29T22:48:43Z,A,0.757965,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.09652362018823624, 0.14033590257167816, -0.14642783999443054, 0.1676921546459198, 0.44405439496040344, -0.22531487047672272, 0.12479954212903976, 0.713050127029419, -0.2424929291009903, -0.0005396319320425391, 0.8300654292106628, -0.1803862601518631, 0.11565374583005905, 0.6856060028076172, -0.05827498808503151, 0.06670493632555008, 0.8630495667457581, -0.16877855360507965, 0.07014549523591995, 0.6664862036705017, -0.214036762714386, 0.04782625660300255, 0.606072187423706, -0.21157008409500122, -1.448827013916798e-08, 0.6552971601486206, 4.1326886357495596e-10, -0.05049795284867287, 0.8076140284538269, -0.11136501282453537, 0.005058431066572666, 0.5335601568222046, -0.1270560771226883, 0.0045438604429364204, 0.5047975182533264, -0.08009542524814606, -0.1279183179140091, 0.5828982591629028, 0.03408268839120865, -0.19332079589366913, 0.7493025660514832, -0.08013758808374405, -0.09255622327327728, 0.483256071805954, -0.061732955276966095, -0.06261184811592102, 0.43094369769096375, 0.011943572200834751, -0.2626558542251587, 0.4830390512943268, 0.06312290579080582, -0.27224835753440857, 0.595268726348877, -0.01400203350931406, -0.18546083569526672, 0.4252435266971588, -0.009819897823035717, -0.16069047152996063, 0.3747575581073761, 0.03887002170085907]",0.0,0.0,0.0,0.096524,0.140336,-0.146428,0.167692,0.444054,-0.225315,0.1248,0.71305,-0.242493,-0.00054,0.830065,-0.180386,0.115654,0.685606,-0.058275,0.066705,0.86305,-0.168779,0.070145,0.666486,-0.214037,0.047826,0.606072,-0.21157,-0.0,0.655297,0.0,-0.050498,0.807614,-0.111365,0.005058,0.53356,-0.127056,0.004544,0.504798,-0.080095,-0.127918,0.582898,0.034083,-0.193321,0.749303,-0.080138,-0.092556,0.483256,-0.061733,-0.062612,0.430944,0.011944,-0.262656,0.483039,0.063123,-0.272248,0.595269,-0.014002,-0.185461,0.425244,-0.00982,-0.16069,0.374758,0.03887
2026-04-29T22:48:43Z,A,0.756829,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.10202477872371674, 0.14163848757743835, -0.1399247944355011, 0.17831821739673615, 0.4434574246406555, -0.2152697890996933, 0.1385466456413269, 0.711693286895752, -0.23459269106388092, 0.010211394168436527, 0.829043984413147, -0.17760439217090607, 0.11793645471334457, 0.6858119964599609, -0.05209752544760704, 0.07674600183963776, 0.8637574315071106, -0.16437079012393951, 0.08248687535524368, 0.6679675579071045, -0.2089432328939438, 0.059718597680330276, 0.6071047186851501, -0.20676743984222412, -1.7534301122168472e-08, 0.6559125185012817, 7.655387435079319e-10, -0.04388149455189705, 0.8092148303985596, -0.11317647993564606, 0.012099073268473148, 0.5354713797569275, -0.12635089457035065, 0.008874836377799511, 0.5053683519363403, -0.07872854173183441, -0.12913230061531067, 0.5834216475486755, 0.0276922769844532, -0.18732351064682007, 0.7496786117553711, -0.08948414772748947, -0.08855295926332474, 0.4836064875125885, -0.06648813933134079, -0.06316571682691574, 0.43079155683517456, 0.009146863594651222, -0.26428231596946716, 0.48303544521331787, 0.04984847828745842, -0.2686723470687866, 0.5964636206626892, -0.027736827731132507, -0.18229538202285767, 0.42584508657455444, -0.01931975595653057, -0.1606142818927765, 0.3745781481266022, 0.03125428780913353]",0.0,0.0,0.0,0.102025,0.141638,-0.139925,0.178318,0.443457,-0.21527,0.138547,0.711693,-0.234593,0.010211,0.829044,-0.177604,0.117936,0.685812,-0.052098,0.076746,0.863757,-0.164371,0.082487,0.667968,-0.208943,0.059719,0.607105,-0.206767,-0.0,0.655913,0.0,-0.043881,0.809215,-0.113176,0.012099,0.535471,-0.126351,0.008875,0.505368,-0.078729,-0.129132,0.583422,0.027692,-0.187324,0.749679,-0.089484,-0.088553,0.483606,-0.066488,-0.063166,0.430792,0.009147,-0.264282,0.483035,0.049848,-0.268672,0.596464,-0.027737,-0.182295,0.425845,-0.01932,-0.160614,0.374578,0.031254
2026-04-29T22:48:43Z,A,0.758957,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.08975353091955185, 0.14477181434631348, -0.14744243025779724, 0.15908925235271454, 0.44572967290878296, -0.2297394871711731, 0.12058075517416, 0.7100542187690735, -0.24908939003944397, -0.002805762691423297, 0.8221273422241211, -0.18264254927635193, 0.11250629276037216, 0.6878305673599243, -0.06109720841050148, 0.06393264979124069, 0.8622331619262695, -0.1712540090084076, 0.06559289991855621, 0.6704884171485901, -0.2149570733308792, 0.04439493641257286, 0.6075060963630676, -0.21064625680446625, 7.140684488149418e-09, 0.6581557393074036, -1.337699284675864e-09, -0.05022129788994789, 0.8066014051437378, -0.11040810495615005, 0.00375929893925786, 0.5354589223861694, -0.12561579048633575, 0.004589805845171213, 0.5051587224006653, -0.07721992582082748, -0.12620209157466888, 0.5853280425071716, 0.03796211630105972, -0.19041605293750763, 0.7483869194984436, -0.07548139244318008, -0.0919933170080185, 0.48598772287368774, -0.05835951492190361, -0.06142737716436386, 0.43372219800949097, 0.015529359690845013, -0.258038192987442, 0.48395243287086487, 0.07051844149827957, -0.2662530243396759, 0.5956869125366211, -0.006871663499623537, -0.1806546449661255, 0.4276053309440613, -0.003737105755135417, -0.15622158348560333, 0.37738773226737976, 0.04593396559357643]",0.0,0.0,0.0,0.089754,0.144772,-0.147442,0.159089,0.44573,-0.229739,0.120581,0.710054,-0.249089,-0.002806,0.822127,-0.182643,0.112506,0.687831,-0.061097,0.063933,0.862233,-0.171254,0.065593,0.670488,-0.214957,0.044395,0.607506,-0.210646,0.0,0.658156,-0.0,-0.050221,0.806601,-0.110408,0.003759,0.535459,-0.125616,0.00459,0.505159,-0.07722,-0.126202,0.585328,0.037962,-0.190416,0.748387,-0.075481,-0.091993,0.485988,-0.05836,-0.061427,0.433722,0.015529,-0.258038,0.483952,0.070518,-0.266253,0.595687,-0.006872,-0.180655,0.427605,-0.003737,-0.156222,0.377388,0.045934
2026-04-29T22:48:43Z,A,0.763665,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.07852448523044586, 0.14891068637371063, -0.15369071066379547, 0.13955719769001007, 0.45013368129730225, -0.24120910465717316, 0.10037500411272049, 0.7102345824241638, -0.2589382529258728, -0.01656038872897625, 0.8190699219703674, -0.18324348330497742, 0.10631188005208969, 0.68974769115448, -0.06883151084184647, 0.04915022477507591, 0.8617154359817505, -0.1746656894683838, 0.04883217066526413, 0.6712383031845093, -0.21830496191978455, 0.030052488669753075, 0.6070062518119812, -0.21304647624492645, 8.385337757488287e-09, 0.6608330011367798, 3.6418457138864824e-09, -0.057134274393320084, 0.8063800930976868, -0.10736923664808273, -0.004382781218737364, 0.537619411945343, -0.12632761895656586, 0.00012682646047323942, 0.5059381127357483, -0.07809484750032425, -0.12240257859230042, 0.5884413719177246, 0.04762989282608032, -0.19324438273906708, 0.7493509650230408, -0.0615902841091156, -0.09463998675346375, 0.4905315935611725, -0.05174914374947548, -0.058979786932468414, 0.4382097125053406, 0.01947569102048874, -0.25039687752723694, 0.4870934784412384, 0.09036672860383987, -0.26216182112693787, 0.5976541638374329, 0.012688870541751385, -0.17698006331920624, 0.43183690309524536, 0.009736445732414722, -0.1494387686252594, 0.3815695643424988, 0.05788625776767731]",0.0,0.0,0.0,0.078524,0.148911,-0.153691,0.139557,0.450134,-0.241209,0.100375,0.710235,-0.258938,-0.01656,0.81907,-0.183243,0.106312,0.689748,-0.068832,0.04915,0.861715,-0.174666,0.048832,0.671238,-0.218305,0.030052,0.607006,-0.213046,0.0,0.660833,0.0,-0.057134,0.80638,-0.107369,-0.004383,0.537619,-0.126328,0.000127,0.505938,-0.078095,-0.122403,0.588441,0.04763,-0.193244,0.749351,-0.06159,-0.09464,0.490532,-0.051749,-0.05898,0.43821,0.019476,-0.250397,0.487093,0.090367,-0.262162,0.597654,0.012689,-0.17698,0.431837,0.009736,-0.149439,0.38157,0.057886
2026-04-29T22:48:43Z,A,0.768595,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.0729966089129448, 0.153792142868042, -0.15631794929504395, 0.12932108342647552, 0.45397356152534485, -0.24588553607463837, 0.08992092311382294, 0.7102908492088318, -0.2632231116294861, -0.024126209318637848, 0.8174819350242615, -0.18322229385375977, 0.10310959815979004, 0.691473662853241, -0.07219639420509338, 0.04275145381689072, 0.8617073893547058, -0.17615602910518646, 0.04143239185214043, 0.672392725944519, -0.21967290341854095, 0.02339164912700653, 0.6080495715141296, -0.21374207735061646, -1.629246781931215e-08, 0.6632157564163208, 7.097489262974932e-10, -0.06004411354660988, 0.806900680065155, -0.10618769377470016, -0.0080092279240489, 0.5391912460327148, -0.12717199325561523, -0.0022775055840611458, 0.506462037563324, -0.07880303263664246, -0.12040138244628906, 0.591007649898529, 0.052244462072849274, -0.1939178854227066, 0.7510198354721069, -0.05516979098320007, -0.09551113098859787, 0.4942159652709961, -0.04909440129995346, -0.058192912489175797, 0.4416225850582123, 0.021212494000792503, -0.2461531162261963, 0.4895099997520447, 0.09972532838582993, -0.2590262293815613, 0.5987808108329773, 0.021812105551362038, -0.1741667091846466, 0.4350866973400116, 0.015633340924978256, -0.1456936001777649, 0.38520923256874084, 0.06323973834514618]",0.0,0.0,0.0,0.072997,0.153792,-0.156318,0.129321,0.453974,-0.245886,0.089921,0.710291,-0.263223,-0.024126,0.817482,-0.183222,0.10311,0.691474,-0.072196,0.042751,0.861707,-0.176156,0.041432,0.672393,-0.219673,0.023392,0.60805,-0.213742,-0.0,0.663216,0.0,-0.060044,0.806901,-0.106188,-0.008009,0.539191,-0.127172,-0.002278,0.506462,-0.078803,-0.120401,0.591008,0.052244,-0.193918,0.75102,-0.05517,-0.095511,0.494216,-0.049094,-0.058193,0.441623,0.021212,-0.246153,0.48951,0.099725,-0.259026,0.598781,0.021812,-0.174167,0.435087,0.015633,-0.145694,0.385209,0.06324
2026-04-29T22:48:43Z,A,0.773204,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.06964372843503952, 0.15645545721054077, -0.1577204167842865, 0.12329676747322083, 0.45605751872062683, -0.24846026301383972, 0.08409295231103897, 0.710338294506073, -0.265900194644928, -0.02808023989200592, 0.8163999915122986, -0.18365444242954254, 0.10125429183244705, 0.6921208500862122, -0.07418445497751236, 0.038871653378009796, 0.8616051077842712, -0.1768859177827835, 0.036712396889925, 0.6728887557983398, -0.2202509641647339, 0.019115030765533447, 0.608496367931366, -0.21412791311740875, 1.535549642994738e-08, 0.6642134189605713, -4.418423849017472e-09, -0.0616750568151474, 0.8067324757575989, -0.10529123991727829, -0.010083192959427834, 0.5397804379463196, -0.12743544578552246, -0.003566739382222295, 0.5066255331039429, -0.07920882850885391, -0.1190917119383812, 0.5920286774635315, 0.05487331375479698, -0.19413116574287415, 0.7517930269241333, -0.05111539363861084, -0.09580983966588974, 0.4964570701122284, -0.04718209430575371, -0.05751505866646767, 0.44380977749824524, 0.02242712862789631, -0.24335342645645142, 0.4903702437877655, 0.10497485101222992, -0.2567303478717804, 0.5985509753227234, 0.027015985921025276, -0.17211727797985077, 0.43624192476272583, 0.019016610458493233, -0.14319023489952087, 0.38675209879875183, 0.06628181040287018]",0.0,0.0,0.0,0.069644,0.156455,-0.15772,0.123297,0.456058,-0.24846,0.084093,0.710338,-0.2659,-0.02808,0.8164,-0.183654,0.101254,0.692121,-0.074184,0.038872,0.861605,-0.176886,0.036712,0.672889,-0.220251,0.019115,0.608496,-0.214128,0.0,0.664213,-0.0,-0.061675,0.806732,-0.105291,-0.010083,0.53978,-0.127435,-0.003567,0.506626,-0.079209,-0.119092,0.592029,0.054873,-0.194131,0.751793,-0.051115,-0.09581,0.496457,-0.047182,-0.057515,0.44381,0.022427,-0.243353,0.49037,0.104975,-0.25673,0.598551,0.027016,-0.172117,0.436242,0.019017,-0.14319,0.386752,0.066282
2026-04-29T22:48:43Z,A,0.777132,albsl_app_v2_live_confirm,,,,,"[0.0, 0.0, 0.0, 0.0681336373090744, 0.15480245649814606, -0.1584424078464508, 0.12304016202688217, 0.4563651382923126, -0.25073152780532837, 0.08459267765283585, 0.7115080952644348, -0.2686125636100769, -0.028613142669200897, 0.8135126829147339, -0.18428803980350494, 0.10094477981328964, 0.6930056214332581, -0.07478120923042297, 0.037967707961797714, 0.8607662916183472, -0.1763494461774826, 0.036413710564374924, 0.665156364440918, -0.21959629654884338, 0.018832078203558922, 0.6027116179466248, -0.21423965692520142, 1.8523847344908972e-08, 0.665183961391449, -6.857761469802881e-09, -0.06239780783653259, 0.8047447800636292, -0.10481478273868561, -0.011142379604279995, 0.5367546081542969, -0.12702427804470062, -0.004469855688512325, 0.5059449672698975, -0.07956107705831528, -0.11848713457584381, 0.59288090467453, 0.054986629635095596, -0.19344089925289154, 0.7491255402565002, -0.04963962361216545, -0.09542402625083923, 0.49408644437789917, -0.04551227390766144, -0.057128846645355225, 0.44473931193351746, 0.023216601461172104, -0.242359459400177, 0.49166861176490784, 0.10495660454034805, -0.2543789744377136, 0.5952938199043274, 0.028132997453212738, -0.17043299973011017, 0.4328153729438782, 0.020689496770501137, -0.14211037755012512, 0.38633954524993896, 0.0675230324268341]",0.0,0.0,0.0,0.068134,0.154802,-0.158442,0.12304,0.456365,-0.250732,0.084593,0.711508,-0.268613,-0.028613,0.813513,-0.184288,0.100945,0.693006,-0.074781,0.037968,0.860766,-0.176349,0.036414,0.665156,-0.219596,0.018832,0.602712,-0.21424,0.0,0.665184,-0.0,-0.062398,0.804745,-0.104815,-0.011142,0.536755,-0.127024,-0.00447,0.505945,-0.079561,-0.118487,0.592881,0.054987,-0.193441,0.749126,-0.04964,-0.095424,0.494086,-0.045512,-0.057129,0.444739,0.023217,-0.242359,0.491669,0.104957,-0.254379,0.595294,0.028133,-0.170433,0.432815,0.020689,-0.14211,0.38634,0.067523
